country_or_area,year,quantity,category,transaction_type,additional_transaction_info,metrics,calculation_unit
Viet Nam,2003,5174.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, combustible fuels",,kilowatts,thousand
Viet Nam,2002,4714.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, combustible fuels",,kilowatts,thousand
Viet Nam,2001,3900.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, combustible fuels",,kilowatts,thousand
Viet Nam,2000,3250.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, combustible fuels",,kilowatts,thousand
Viet Nam,1999,2630.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, combustible fuels",,kilowatts,thousand
Viet Nam,1998,2217.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, combustible fuels",,kilowatts,thousand
Viet Nam,1997,1572.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, combustible fuels",,kilowatts,thousand
Viet Nam,1996,1566.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, combustible fuels",,kilowatts,thousand
Viet Nam,1995,1550.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, combustible fuels",,kilowatts,thousand
Viet Nam,1994,1550.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, combustible fuels",,kilowatts,thousand
Viet Nam,1993,1550.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, combustible fuels",,kilowatts,thousand
Viet Nam,1992,1550.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, combustible fuels",,kilowatts,thousand
Viet Nam,1991,1480.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, combustible fuels",,kilowatts,thousand
Viet Nam,1990,1400.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, combustible fuels",,kilowatts,thousand
Viet Nam,2014,15603.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, hydro",,kilowatts,thousand
Viet Nam,2013,10503.2,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, hydro",,kilowatts,thousand
Viet Nam,2012,10503.2,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, hydro",,kilowatts,thousand
Viet Nam,2011,8000.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, hydro",,kilowatts,thousand
Viet Nam,2010,5900.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, hydro",,kilowatts,thousand
Viet Nam,2009,5500.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, hydro",,kilowatts,thousand
Viet Nam,2008,5500.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, hydro",,kilowatts,thousand
Viet Nam,2007,5500.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, hydro",,kilowatts,thousand
Viet Nam,2006,4580.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, hydro",,kilowatts,thousand
Viet Nam,2005,4155.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, hydro",,kilowatts,thousand
Viet Nam,2004,4128.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, hydro",,kilowatts,thousand
Viet Nam,2003,4128.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, hydro",,kilowatts,thousand
Viet Nam,2002,4128.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, hydro",,kilowatts,thousand
Viet Nam,2001,3700.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, hydro",,kilowatts,thousand
Viet Nam,2000,3400.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, hydro",,kilowatts,thousand
Viet Nam,1999,3200.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, hydro",,kilowatts,thousand
Viet Nam,1998,2892.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, hydro",,kilowatts,thousand
Viet Nam,1997,2892.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, hydro",,kilowatts,thousand
Viet Nam,1996,2950.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, hydro",,kilowatts,thousand
Viet Nam,1995,2880.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, hydro",,kilowatts,thousand
Viet Nam,1994,2500.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, hydro",,kilowatts,thousand
Viet Nam,1993,1860.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, hydro",,kilowatts,thousand
Viet Nam,1992,1385.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, hydro",,kilowatts,thousand
Viet Nam,1991,750.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, hydro",,kilowatts,thousand
Viet Nam,1990,675.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, hydro",,kilowatts,thousand
Viet Nam,2014,30398.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity",,kilowatts,thousand
Viet Nam,2013,25531.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity",,kilowatts,thousand
Viet Nam,2012,25531.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity",,kilowatts,thousand
Viet Nam,2011,23031.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity",,kilowatts,thousand
Viet Nam,2010,20931.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity",,kilowatts,thousand
Viet Nam,2009,15508.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity",,kilowatts,thousand
Viet Nam,2008,13795.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity",,kilowatts,thousand
Viet Nam,2007,13150.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity",,kilowatts,thousand
Viet Nam,2006,12180.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity",,kilowatts,thousand
Viet Nam,2005,11655.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity",,kilowatts,thousand
Viet Nam,2004,11273.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity",,kilowatts,thousand
Viet Nam,2003,9002.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity",,kilowatts,thousand
Viet Nam,2002,8542.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity",,kilowatts,thousand
Viet Nam,2001,7300.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity",,kilowatts,thousand
Viet Nam,2000,6400.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity",,kilowatts,thousand
Viet Nam,1999,5600.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity",,kilowatts,thousand
Viet Nam,1998,4909.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity",,kilowatts,thousand
Viet Nam,1997,4462.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity",,kilowatts,thousand
Viet Nam,1996,4515.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity",,kilowatts,thousand
Viet Nam,1995,4430.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity",,kilowatts,thousand
Viet Nam,1994,4050.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity",,kilowatts,thousand
Viet Nam,1993,3410.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity",,kilowatts,thousand
Viet Nam,1992,2935.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity",,kilowatts,thousand
Viet Nam,1991,2230.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity",,kilowatts,thousand
Viet Nam,1990,2075.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity",,kilowatts,thousand
Viet Nam,2014,34080.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity & autoproducer",,kilowatts,thousand
Viet Nam,2013,28240.2,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity & autoproducer",,kilowatts,thousand
Viet Nam,2012,28240.2,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity & autoproducer",,kilowatts,thousand
Viet Nam,2011,25731.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity & autoproducer",,kilowatts,thousand
Viet Nam,2010,22881.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity & autoproducer",,kilowatts,thousand
Viet Nam,2009,17458.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity & autoproducer",,kilowatts,thousand
Viet Nam,2008,14545.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity & autoproducer",,kilowatts,thousand
Viet Nam,2007,13850.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity & autoproducer",,kilowatts,thousand
Viet Nam,2006,12880.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity & autoproducer",,kilowatts,thousand
Viet Nam,2005,12455.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity & autoproducer",,kilowatts,thousand
Viet Nam,2004,12073.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity & autoproducer",,kilowatts,thousand
Viet Nam,2003,9302.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity & autoproducer",,kilowatts,thousand
Viet Nam,2002,8842.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity & autoproducer",,kilowatts,thousand
Viet Nam,2001,7600.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity & autoproducer",,kilowatts,thousand
Viet Nam,2000,6650.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity & autoproducer",,kilowatts,thousand
Viet Nam,1999,5830.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity & autoproducer",,kilowatts,thousand
Viet Nam,1998,5109.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity & autoproducer",,kilowatts,thousand
Viet Nam,1997,4464.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity & autoproducer",,kilowatts,thousand
Viet Nam,1996,4516.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity & autoproducer",,kilowatts,thousand
Viet Nam,1995,4430.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity & autoproducer",,kilowatts,thousand
Viet Nam,1994,4050.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity & autoproducer",,kilowatts,thousand
Viet Nam,1993,3410.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity & autoproducer",,kilowatts,thousand
Viet Nam,1992,2935.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity & autoproducer",,kilowatts,thousand
Viet Nam,1991,2230.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity & autoproducer",,kilowatts,thousand
Viet Nam,1990,2075.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, main activity & autoproducer",,kilowatts,thousand
Viet Nam,2014,109.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, wind",,kilowatts,thousand
Viet Nam,2013,37.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, wind",,kilowatts,thousand
Viet Nam,2012,37.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, wind",,kilowatts,thousand
Viet Nam,2011,31.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, wind",,kilowatts,thousand
Viet Nam,2010,31.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, wind",,kilowatts,thousand
Viet Nam,2009,8.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, wind",,kilowatts,thousand
Viet Nam,2008,1.0,electricity_net_installed_capacity_of_electric_power_plants,"total net installed capacity of electric power plants, wind",,kilowatts,thousand
Viet Nam,2008,300000.0,falling_water,total hydraulic resources,,kilowatt-hours,million
Viet Nam,2005,300000.0,falling_water,total hydraulic resources,,kilowatt-hours,million
Viet Nam,2002,300000.0,falling_water,total hydraulic resources,,kilowatt-hours,million
Viet Nam,2001,300000.0,falling_water,total hydraulic resources,,kilowatt-hours,million
Viet Nam,2000,300000.0,falling_water,total hydraulic resources,,kilowatt-hours,million
Viet Nam,1999,300000.0,falling_water,total hydraulic resources,,kilowatt-hours,million
Viet Nam,1998,300000.0,falling_water,total hydraulic resources,,kilowatt-hours,million
Viet Nam,1997,300000.0,falling_water,total hydraulic resources,,kilowatt-hours,million
Viet Nam,1995,6490.0,falling_water,total hydraulic resources,,kilowatt-hours,million
Viet Nam,1993,6490.0,falling_water,total hydraulic resources,,kilowatt-hours,million
Viet Nam,2014,8.0,fuel_oil,consumption by chemical and petrochemical,,metric tons,thousand
Viet Nam,2013,8.0,fuel_oil,consumption by chemical and petrochemical,,metric tons,thousand
Viet Nam,2012,12.0,fuel_oil,consumption by chemical and petrochemical,,metric tons,thousand
Viet Nam,2011,19.0,fuel_oil,consumption by chemical and petrochemical,,metric tons,thousand
Viet Nam,2010,29.0,fuel_oil,consumption by chemical and petrochemical,,metric tons,thousand
Viet Nam,2014,3.0,fuel_oil,consumption by commerce and public services,,metric tons,thousand
Viet Nam,2013,3.0,fuel_oil,consumption by commerce and public services,,metric tons,thousand
Viet Nam,2012,5.0,fuel_oil,consumption by commerce and public services,,metric tons,thousand
Viet Nam,2011,10.0,fuel_oil,consumption by commerce and public services,,metric tons,thousand
Viet Nam,2010,20.0,fuel_oil,consumption by commerce and public services,,metric tons,thousand
Viet Nam,2009,30.0,fuel_oil,consumption by commerce and public services,,metric tons,thousand
Viet Nam,2008,70.0,fuel_oil,consumption by commerce and public services,,metric tons,thousand
Viet Nam,2007,100.0,fuel_oil,consumption by commerce and public services,,metric tons,thousand
Viet Nam,2014,27.0,fuel_oil,consumption by domestic navigation,,metric tons,thousand
Viet Nam,2013,26.0,fuel_oil,consumption by domestic navigation,,metric tons,thousand
Viet Nam,2012,40.0,fuel_oil,consumption by domestic navigation,,metric tons,thousand
Viet Nam,2011,59.0,fuel_oil,consumption by domestic navigation,,metric tons,thousand
Viet Nam,2010,80.0,fuel_oil,consumption by domestic navigation,,metric tons,thousand
Viet Nam,2009,72.0,fuel_oil,consumption by domestic navigation,,metric tons,thousand
Viet Nam,2008,70.0,fuel_oil,consumption by domestic navigation,,metric tons,thousand
Viet Nam,2007,69.0,fuel_oil,consumption by domestic navigation,,metric tons,thousand
Viet Nam,2014,1.0,fuel_oil,consumption by households,,metric tons,thousand
Viet Nam,2013,1.0,fuel_oil,consumption by households,,metric tons,thousand
Viet Nam,2012,2.0,fuel_oil,consumption by households,,metric tons,thousand
Viet Nam,2011,3.0,fuel_oil,consumption by households,,metric tons,thousand
Viet Nam,2010,5.0,fuel_oil,consumption by households,,metric tons,thousand
Viet Nam,2009,7.0,fuel_oil,consumption by households,,metric tons,thousand
Viet Nam,2008,12.0,fuel_oil,consumption by households,,metric tons,thousand
Viet Nam,2007,16.0,fuel_oil,consumption by households,,metric tons,thousand
Viet Nam,2006,16.0,fuel_oil,consumption by households,,metric tons,thousand
Viet Nam,2005,17.0,fuel_oil,consumption by households,,metric tons,thousand
Viet Nam,2004,21.0,fuel_oil,consumption by households,,metric tons,thousand
Viet Nam,2003,32.0,fuel_oil,consumption by households,,metric tons,thousand
Viet Nam,2002,11.0,fuel_oil,consumption by households,,metric tons,thousand
Viet Nam,2001,17.0,fuel_oil,consumption by households,,metric tons,thousand
Viet Nam,2000,20.0,fuel_oil,consumption by households,,metric tons,thousand
Viet Nam,1999,15.0,fuel_oil,consumption by households,,metric tons,thousand
Viet Nam,1998,11.0,fuel_oil,consumption by households,,metric tons,thousand
Viet Nam,1997,7.0,fuel_oil,consumption by households,,metric tons,thousand
Viet Nam,1996,7.0,fuel_oil,consumption by households,,metric tons,thousand
Viet Nam,1995,5.0,fuel_oil,consumption by households,,metric tons,thousand
Viet Nam,1994,5.0,fuel_oil,consumption by households,,metric tons,thousand
Viet Nam,1993,5.0,fuel_oil,consumption by households,,metric tons,thousand
Viet Nam,1992,4.0,fuel_oil,consumption by households,,metric tons,thousand
Viet Nam,1991,61.0,fuel_oil,consumption by households,,metric tons,thousand
Viet Nam,2014,7.0,fuel_oil,consumption by iron and steel,,metric tons,thousand
Viet Nam,2013,7.0,fuel_oil,consumption by iron and steel,,metric tons,thousand
Viet Nam,2012,11.0,fuel_oil,consumption by iron and steel,,metric tons,thousand
Viet Nam,2011,17.0,fuel_oil,consumption by iron and steel,,metric tons,thousand
Viet Nam,2010,26.0,fuel_oil,consumption by iron and steel,,metric tons,thousand
Viet Nam,2014,204.0,fuel_oil,"consumption by manufacturing, construction and non-fuel industry",,metric tons,thousand
Viet Nam,2013,200.0,fuel_oil,"consumption by manufacturing, construction and non-fuel industry",,metric tons,thousand
Viet Nam,2012,304.0,fuel_oil,"consumption by manufacturing, construction and non-fuel industry",,metric tons,thousand
Viet Nam,2011,486.0,fuel_oil,"consumption by manufacturing, construction and non-fuel industry",,metric tons,thousand
Viet Nam,2010,728.0,fuel_oil,"consumption by manufacturing, construction and non-fuel industry",,metric tons,thousand
Viet Nam,2009,773.0,fuel_oil,"consumption by manufacturing, construction and non-fuel industry",,metric tons,thousand
Viet Nam,2008,705.0,fuel_oil,"consumption by manufacturing, construction and non-fuel industry",,metric tons,thousand
Viet Nam,2007,869.0,fuel_oil,"consumption by manufacturing, construction and non-fuel industry",,metric tons,thousand
Viet Nam,2006,844.0,fuel_oil,"consumption by manufacturing, construction and non-fuel industry",,metric tons,thousand
Viet Nam,2005,872.0,fuel_oil,"consumption by manufacturing, construction and non-fuel industry",,metric tons,thousand
Viet Nam,2004,985.0,fuel_oil,"consumption by manufacturing, construction and non-fuel industry",,metric tons,thousand
Viet Nam,2003,1154.0,fuel_oil,"consumption by manufacturing, construction and non-fuel industry",,metric tons,thousand
Viet Nam,2002,1179.0,fuel_oil,"consumption by manufacturing, construction and non-fuel industry",,metric tons,thousand
Viet Nam,2001,870.0,fuel_oil,"consumption by manufacturing, construction and non-fuel industry",,metric tons,thousand
Viet Nam,2000,830.0,fuel_oil,"consumption by manufacturing, construction and non-fuel industry",,metric tons,thousand
Viet Nam,1999,810.0,fuel_oil,"consumption by manufacturing, construction and non-fuel industry",,metric tons,thousand
Viet Nam,1998,665.0,fuel_oil,"consumption by manufacturing, construction and non-fuel industry",,metric tons,thousand
Viet Nam,1997,510.0,fuel_oil,"consumption by manufacturing, construction and non-fuel industry",,metric tons,thousand
Viet Nam,1996,554.0,fuel_oil,"consumption by manufacturing, construction and non-fuel industry",,metric tons,thousand
Viet Nam,1995,450.0,fuel_oil,"consumption by manufacturing, construction and non-fuel industry",,metric tons,thousand
Viet Nam,1994,387.0,fuel_oil,"consumption by manufacturing, construction and non-fuel industry",,metric tons,thousand
Viet Nam,1993,362.0,fuel_oil,"consumption by manufacturing, construction and non-fuel industry",,metric tons,thousand
Viet Nam,1992,275.0,fuel_oil,"consumption by manufacturing, construction and non-fuel industry",,metric tons,thousand
Viet Nam,1991,218.0,fuel_oil,"consumption by manufacturing, construction and non-fuel industry",,metric tons,thousand
Viet Nam,2014,6.0,fuel_oil,consumption by other,,metric tons,thousand
Viet Nam,2013,6.0,fuel_oil,consumption by other,,metric tons,thousand
Viet Nam,2012,10.0,fuel_oil,consumption by other,,metric tons,thousand
Viet Nam,2011,18.0,fuel_oil,consumption by other,,metric tons,thousand
Viet Nam,2010,32.0,fuel_oil,consumption by other,,metric tons,thousand
Viet Nam,2009,46.0,fuel_oil,consumption by other,,metric tons,thousand
Viet Nam,2008,95.0,fuel_oil,consumption by other,,metric tons,thousand
Viet Nam,2007,130.0,fuel_oil,consumption by other,,metric tons,thousand
Viet Nam,2006,130.0,fuel_oil,consumption by other,,metric tons,thousand
Viet Nam,2005,136.0,fuel_oil,consumption by other,,metric tons,thousand
Viet Nam,2004,174.0,fuel_oil,consumption by other,,metric tons,thousand
Viet Nam,2003,130.0,fuel_oil,consumption by other,,metric tons,thousand
Viet Nam,2002,161.0,fuel_oil,consumption by other,,metric tons,thousand
Viet Nam,2001,165.0,fuel_oil,consumption by other,,metric tons,thousand
Viet Nam,2000,167.0,fuel_oil,consumption by other,,metric tons,thousand
Viet Nam,1999,146.0,fuel_oil,consumption by other,,metric tons,thousand
Viet Nam,1998,117.0,fuel_oil,consumption by other,,metric tons,thousand
Viet Nam,1997,89.0,fuel_oil,consumption by other,,metric tons,thousand
Viet Nam,1996,95.0,fuel_oil,consumption by other,,metric tons,thousand
Viet Nam,1995,70.0,fuel_oil,consumption by other,,metric tons,thousand
Viet Nam,1994,67.0,fuel_oil,consumption by other,,metric tons,thousand
Viet Nam,1993,63.0,fuel_oil,consumption by other,,metric tons,thousand
Viet Nam,1992,49.0,fuel_oil,consumption by other,,metric tons,thousand
Viet Nam,1991,89.0,fuel_oil,consumption by other,,metric tons,thousand
Viet Nam,2014,189.0,fuel_oil,"consumption by other manuf., const. and non-fuel ind.",,metric tons,thousand
Viet Nam,2013,185.0,fuel_oil,"consumption by other manuf., const. and non-fuel ind.",,metric tons,thousand
Viet Nam,2012,281.0,fuel_oil,"consumption by other manuf., const. and non-fuel ind.",,metric tons,thousand
Viet Nam,2011,450.0,fuel_oil,"consumption by other manuf., const. and non-fuel ind.",,metric tons,thousand
Viet Nam,2010,673.0,fuel_oil,"consumption by other manuf., const. and non-fuel ind.",,metric tons,thousand
Viet Nam,2009,773.0,fuel_oil,"consumption by other manuf., const. and non-fuel ind.",,metric tons,thousand
Viet Nam,2008,705.0,fuel_oil,"consumption by other manuf., const. and non-fuel ind.",,metric tons,thousand
Viet Nam,2007,869.0,fuel_oil,"consumption by other manuf., const. and non-fuel ind.",,metric tons,thousand
Viet Nam,2006,844.0,fuel_oil,"consumption by other manuf., const. and non-fuel ind.",,metric tons,thousand
Viet Nam,2005,872.0,fuel_oil,"consumption by other manuf., const. and non-fuel ind.",,metric tons,thousand
Viet Nam,2004,985.0,fuel_oil,"consumption by other manuf., const. and non-fuel ind.",,metric tons,thousand
Viet Nam,2003,1154.0,fuel_oil,"consumption by other manuf., const. and non-fuel ind.",,metric tons,thousand
Viet Nam,2002,1179.0,fuel_oil,"consumption by other manuf., const. and non-fuel ind.",,metric tons,thousand
Viet Nam,2001,870.0,fuel_oil,"consumption by other manuf., const. and non-fuel ind.",,metric tons,thousand
Viet Nam,2000,830.0,fuel_oil,"consumption by other manuf., const. and non-fuel ind.",,metric tons,thousand
Viet Nam,1999,810.0,fuel_oil,"consumption by other manuf., const. and non-fuel ind.",,metric tons,thousand
Viet Nam,1998,665.0,fuel_oil,"consumption by other manuf., const. and non-fuel ind.",,metric tons,thousand
Viet Nam,1997,510.0,fuel_oil,"consumption by other manuf., const. and non-fuel ind.",,metric tons,thousand
Viet Nam,1996,554.0,fuel_oil,"consumption by other manuf., const. and non-fuel ind.",,metric tons,thousand
Viet Nam,1995,450.0,fuel_oil,"consumption by other manuf., const. and non-fuel ind.",,metric tons,thousand
Viet Nam,1994,387.0,fuel_oil,"consumption by other manuf., const. and non-fuel ind.",,metric tons,thousand
Viet Nam,1993,362.0,fuel_oil,"consumption by other manuf., const. and non-fuel ind.",,metric tons,thousand
Viet Nam,1992,275.0,fuel_oil,"consumption by other manuf., const. and non-fuel ind.",,metric tons,thousand
Viet Nam,1991,218.0,fuel_oil,"consumption by other manuf., const. and non-fuel ind.",,metric tons,thousand
Viet Nam,2014,27.0,fuel_oil,consumption by transport,,metric tons,thousand
Viet Nam,2013,26.0,fuel_oil,consumption by transport,,metric tons,thousand
Viet Nam,2012,40.0,fuel_oil,consumption by transport,,metric tons,thousand
Viet Nam,2011,59.0,fuel_oil,consumption by transport,,metric tons,thousand
Viet Nam,2010,80.0,fuel_oil,consumption by transport,,metric tons,thousand
Viet Nam,2009,72.0,fuel_oil,consumption by transport,,metric tons,thousand
Viet Nam,2008,70.0,fuel_oil,consumption by transport,,metric tons,thousand
Viet Nam,2007,69.0,fuel_oil,consumption by transport,,metric tons,thousand
Viet Nam,2006,68.0,fuel_oil,consumption by transport,,metric tons,thousand
Viet Nam,2005,62.0,fuel_oil,consumption by transport,,metric tons,thousand
Viet Nam,2004,62.0,fuel_oil,consumption by transport,,metric tons,thousand
Viet Nam,2003,55.0,fuel_oil,consumption by transport,,metric tons,thousand
Viet Nam,2002,44.0,fuel_oil,consumption by transport,,metric tons,thousand
Viet Nam,2001,40.0,fuel_oil,consumption by transport,,metric tons,thousand
Viet Nam,2000,36.0,fuel_oil,consumption by transport,,metric tons,thousand
Viet Nam,1999,27.0,fuel_oil,consumption by transport,,metric tons,thousand
Viet Nam,1998,22.0,fuel_oil,consumption by transport,,metric tons,thousand
Viet Nam,1997,16.0,fuel_oil,consumption by transport,,metric tons,thousand
Viet Nam,1996,17.0,fuel_oil,consumption by transport,,metric tons,thousand
Viet Nam,1995,17.0,fuel_oil,consumption by transport,,metric tons,thousand
Viet Nam,1994,12.0,fuel_oil,consumption by transport,,metric tons,thousand
Viet Nam,1993,12.0,fuel_oil,consumption by transport,,metric tons,thousand
Viet Nam,1992,9.0,fuel_oil,consumption by transport,,metric tons,thousand
Viet Nam,1991,2.0,fuel_oil,consumption by transport,,metric tons,thousand
Viet Nam,2014,2.0,fuel_oil,"consumption in agriculture, forestry and fishing",,metric tons,thousand
Viet Nam,2013,2.0,fuel_oil,"consumption in agriculture, forestry and fishing",,metric tons,thousand
Viet Nam,2012,3.0,fuel_oil,"consumption in agriculture, forestry and fishing",,metric tons,thousand
Viet Nam,2011,5.0,fuel_oil,"consumption in agriculture, forestry and fishing",,metric tons,thousand
Viet Nam,2010,7.0,fuel_oil,"consumption in agriculture, forestry and fishing",,metric tons,thousand
Viet Nam,2009,9.0,fuel_oil,"consumption in agriculture, forestry and fishing",,metric tons,thousand
Viet Nam,2008,13.0,fuel_oil,"consumption in agriculture, forestry and fishing",,metric tons,thousand
Viet Nam,2007,14.0,fuel_oil,"consumption in agriculture, forestry and fishing",,metric tons,thousand
Viet Nam,2006,14.0,fuel_oil,"consumption in agriculture, forestry and fishing",,metric tons,thousand
Viet Nam,2005,14.0,fuel_oil,"consumption in agriculture, forestry and fishing",,metric tons,thousand
